name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
Once Upon a Sea,2021-05-12,9.99,0,1,1575480,0,20000,
Freddi Fish and Luther's Water Worries,2014-05-01,4.99,31,14,294580,0,20000,4.0
Heart's Medicine - Doctor's Oath,2020-06-25,12.99,99,47,1262910,0,20000,18.0
Invaders from another dimension,2022-06-21,2.99,1,0,1879170,0,20000,
Yggdrasil,2019-10-31,9.99,0,3,1066440,0,20000,
SPY RUMBLE,2022-06-23,14.99,3,3,1794490,0,20000,
Only Society: Arena,2021-12-23,4.99,0,1,1831770,0,20000,
Mr. Donovan,2017-03-31,9.99,8,2,580510,0,20000,
BACK OF SPACE,2021-08-25,9.99,55,2,714590,0,20000,
New Yankee 7: Deer Hunters,2019-04-17,6.99,6,1,1066700,0,20000,
Fabulous - Angela's High School Reunion,2017-06-21,12.99,57,5,619810,0,20000,
Sword Bros,2017-11-10,4.99,6,7,680990,0,20000,
Battle Chef Brigade Deluxe,2017-11-20,19.99,1971,68,452570,100000,200000,8.0
Amanda's Sticker Book,2018-12-17,2.67,8,5,985640,0,20000,8.0
Die Die Die And Try,2022-04-04,2.99,4,0,1934420,0,20000,
Destroy All Humans!,2020-07-28,29.99,7741,544,803330,200000,500000,7.0
Otome No Himitsu,2022-01-28,0.99,1,2,1871810,0,20000,
Trivia Vault: Classic Rock Trivia 2,2017-08-23,9.99,40,34,693890,0,20000,
Blood Ties,2016-10-21,3.99,37,24,544870,20000,50000,
Monster Energy Supercross - The Official Videogame,2018-02-13,19.99,615,139,711750,50000,100000,6.0
Jewel Match Solitaire Collector's Edition,2020-11-19,12.99,11,2,1426890,0,20000,
Seals of the Bygone,2020-03-13,12.99,48,6,1093790,0,20000,
巫师超凡者 Legend of the wizard,2019-12-11,9.99,73,37,1106690,0,20000,
Landlord Simulator,2018-12-31,4.99,2,13,803310,0,20000,
Ludoku,2015-05-25,4.99,18,2,366410,0,20000,
Legend of Dungeon,2013-09-13,9.99,1164,419,238280,200000,500000,8.0
Beard & Axe,2018-07-12,9.99,2,1,761570,0,20000,
Erzurum,2021-02-10,4.99,1215,1851,1392060,50000,100000,
小游戏世界(中国版),2018-07-26,0.0,16,27,868100,20000,50000,
Race Arcade,2017-04-05,11.99,58,25,355010,0,20000,
Unconventional Warfare,2022-04-21,9.99,32,6,831110,0,20000,
The Quest,2016-02-19,9.99,358,54,428880,20000,50000,25.0
Farmland Realm,2022-07-09,4.99,16,0,1957910,100000,200000,
Territory: Animals Genetic Strategy,2022-05-31,14.99,22,4,1621980,0,20000,
DEFCON VR,2017-02-15,0.0,6,11,579040,0,20000,
Cannibal Coast,2021-01-19,4.99,1,0,1514010,0,20000,
Void Rangers,2017-05-11,11.99,29,7,529360,0,20000,
AEON BLOOD,2020-08-31,9.99,5,9,1381610,0,20000,
Achievements printer,2018-03-02,0.99,712,182,806140,200000,500000,
Steel Vampire,2018-11-16,9.99,58,4,908990,0,20000,
ElectricVLab,2018-12-20,11.99,40,7,760920,0,20000,
Neon Defense 1 : Pink Power,2018-06-22,0.0,10,2,734840,0,20000,
Dungeon Scavenger,2019-08-21,7.99,95,5,1065880,0,20000,
Triclinium,2021-12-15,0.99,28,2,1833360,0,20000,
88 Heroes,2017-03-24,14.99,56,10,487040,0,20000,9.0
Family Quiz,2020-07-31,4.99,3,2,1371930,0,20000,
SCP: The Foundation,2020-09-02,0.0,155,156,1353100,50000,100000,
Psyvariar Delta,2019-01-30,29.99,37,3,998990,0,20000,1.0
Space Overlords,2016-03-03,7.99,6,21,407830,0,20000,
"Creature Clicker - Capture, Train, Ascend!",2017-04-28,1.99,161,188,529240,200000,500000,
Puppy Cross,2020-02-11,11.99,224,4,1183500,0,20000,11.0
STARDROP,2019-02-14,14.99,194,23,552880,0,20000,6.0
Assault on Hyperion Base,2018-11-12,0.0,7,5,958510,0,20000,
Pussy Puzzle,2020-06-09,4.99,11,0,1196280,0,20000,
Mineirinho Director's Cut,2020-01-03,0.99,869,442,1201630,50000,100000,
reconquest,2016-12-16,11.99,133,116,530040,0,20000,8.0
异世界无厘头生活2,2022-04-22,1.99,127,20,1423080,0,20000,2.0
Mr. Prepper,2021-03-18,19.99,2776,531,761830,100000,200000,17.0
Space Pilgrim Episode I: Alpha Centauri,2015-12-21,0.0,1020,143,429470,1000000,2000000,1.0
ZAMB! Endless Extermination,2019-01-16,2.99,19,3,819280,0,20000,
Bunker Down,2021-02-27,1.99,4,0,1548660,0,20000,
The Trap,2020-12-15,1.99,4,0,1483140,0,20000,
Dear Leader,2018-04-20,0.99,9,6,812940,0,20000,1.0
Cooking Companions,2021-10-07,14.99,544,26,1263230,0,20000,2.0
Red Wake Carnage,2017-08-31,0.99,117,130,656610,100000,200000,
Ravva and the Cyclops Curse,2019-01-15,2.99,81,5,945340,0,20000,1.0
XMusicVisualizer,2019-05-14,3.99,30,47,1061820,20000,50000,
Witty witch,2021-10-29,4.99,1,0,1658210,0,20000,
Fuego!,2015-11-16,4.99,49,5,356100,0,20000,7.0
En Tactico,2018-04-10,1.99,13,12,833390,0,20000,
Yu-Gi-Oh! Duel Links,2017-11-16,0.0,31355,6029,601510,2000000,5000000,
看不见的爱,2019-08-05,0.0,32,5,1121980,0,20000,
Out of the Park Baseball 22,2021-03-26,0.0,1371,229,1455660,50000,100000,
Regrowth,2021-04-19,5.99,31,2,1346210,0,20000,
City Patrol: Police,2018-11-29,4.99,12,20,789890,0,20000,
Brick Breaker Heart Collector,2021-07-09,3.99,1,2,1639490,0,20000,
Brathian,2018-06-15,1.99,3,0,868430,0,20000,
FishWitch Halloween,2021-10-25,9.99,4,0,1756340,0,20000,
Shallow Swing,2018-10-01,4.99,4,0,788310,0,20000,
Maximum Fighterz: Direct Offensive Action,2022-01-10,0.99,6,0,1836770,0,20000,
Drive Switch Evade,2018-07-12,2.99,8,2,881980,0,20000,
EQDRIVE.IO,2022-07-07,11.99,3,4,1658480,0,20000,
Air Guardians,2015-01-28,0.99,77,99,342230,50000,100000,1.0
MANIC,2019-12-03,0.0,24,3,1144850,0,20000,1.0
Lords Of The Lockerroom,2019-05-17,0.0,262,8,1068070,20000,50000,
Medusa Frontier,2022-04-11,1.99,0,2,1925530,0,20000,
HYDE,2022-03-07,2.99,5,1,1898970,0,20000,
Soccer Manager,2016-02-09,0.0,141,81,438600,100000,200000,
222,2019-02-22,0.0,4,6,1028160,0,20000,1.0
Gimbal Gravity,2018-01-25,5.99,8,2,548390,0,20000,
잭과 콩나무: 숨겨진 이야기,2020-04-22,0.0,182,103,1240810,20000,50000,
hoVRboard,2019-09-13,11.99,34,2,1081120,0,20000,
Rite of Passage: The Lost Tides Collector's Edition,2018-07-09,9.99,2,1,887910,0,20000,
RUNRUNRUN,2017-10-05,4.99,9,1,712210,0,20000,
Hyper Treasure - Macaronic Labyrinth,2021-10-29,1.99,2,2,1685520,0,20000,
Void Arena,2022-04-22,24.99,10,0,1280210,0,20000,
Creaks,2020-07-22,19.99,2268,127,956030,100000,200000,5.0
GNOG,2018-07-17,9.99,720,61,290510,50000,100000,1.0
Bop'N Wrestle,2020-12-04,4.99,1,0,1315910,0,20000,
SSCS,2021-02-18,4.99,1,0,1515600,0,20000,
Rescue Team: Planet Savers,2020-11-11,6.99,19,1,1450050,0,20000,5.0
DSY: Don't Shoot Yourself,2015-04-10,4.99,25,7,332880,0,20000,
The Weaponographist,2015-04-29,9.99,58,22,329240,0,20000,
Personal Rocket,2022-01-31,7.77,4,0,1497290,0,20000,
Lights Orb,2021-02-05,4.99,9,0,1090700,0,20000,
Castle of no Escape 2,2016-12-21,4.99,270,82,542350,50000,100000,8.0
Legacy - Witch Island,2020-09-21,4.49,16,7,1410500,0,20000,
Unroaded,2019-03-06,0.0,237,15,1031110,20000,50000,1.0
The 'I Love Money' Show,2018-10-11,0.0,19,5,947270,0,20000,
Markerboard Jungle: Frogs,2022-03-05,14.99,0,1,1014200,0,20000,
Constricted VR,2018-07-10,0.99,10,8,589110,0,20000,
Blacksmith Legends,2022-01-18,17.99,59,48,1430750,0,20000,
start;again,2022-03-31,5.99,27,1,1927140,0,20000,
TRAFICO,2018-01-10,7.99,10,9,769220,0,20000,
Tribe Of Pok,2016-08-23,4.99,6,5,505140,0,20000,
Secret Of The Royal Throne,2016-04-30,6.99,2,15,464630,0,20000,
The Hundred Year Kingdom,2022-02-02,12.99,47,12,1581170,0,20000,
Bullet Heaven 2,2015-12-07,11.99,377,7,412670,20000,50000,5.0
Past Cure,2018-02-23,29.99,19,39,646050,20000,50000,4.0
Sokolor,2022-06-17,1.99,21,0,1996710,0,20000,
Red Planet Farming,2020-05-25,0.0,606,25,1288170,100000,200000,4.0
Maybe Immortal,2022-05-15,1.99,28,9,1640810,0,20000,
Graffiti Bombing,2020-08-29,0.0,31,18,561440,20000,50000,
skidlocked,2020-01-17,2.99,7,0,1163570,0,20000,
Woolfe - The Red Hood Diaries,2015-03-17,9.99,840,587,281940,200000,500000,2.0
DREAM TIME,2021-06-18,7.99,23,0,1360700,0,20000,
Battle Shapes,2019-01-04,4.99,15,1,755520,0,20000,
Hero Plus,2018-01-22,0.0,115,84,747920,50000,100000,
Kairo,2013-04-24,4.99,1237,450,233230,100000,200000,3.0
Asteroids Maneuvers,2021-03-01,0.99,2,2,1554280,0,20000,
SpearFrog,2022-05-26,24.99,10,0,1970750,0,20000,
Idle Space Raider,2019-02-05,0.0,153,52,933540,50000,100000,
Deadly Maze,2021-01-01,4.99,5,0,1319060,0,20000,
Crown Champion: Legends of the Arena,2016-10-21,0.95,148,36,527710,20000,50000,
Power Rangers: Battle for the Grid,2019-09-24,10.99,1035,159,1110100,100000,200000,2.0
Firelight Fantasy: Vengeance,2022-01-13,5.99,18,4,1668780,0,20000,
Days Under Custody,2015-11-23,4.99,51,96,412730,20000,50000,1.0
Helix Brawl,2020-05-21,0.0,4,1,756170,0,20000,
MX vs. ATV Unleashed,2015-04-16,9.99,334,127,359220,20000,50000,8.0
Comets Wake,2017-12-23,0.0,21,7,763650,0,20000,
Ittle Dew,2013-07-23,9.99,1119,93,241320,100000,200000,3.0
Island Build Masters,2018-02-07,0.0,4,7,709280,0,20000,
MagVigor,2020-12-22,0.0,2,0,1344930,0,20000,
All Is Dust,2015-06-26,0.0,580,722,373330,200000,500000,1.0
Mitsurugi Kamui Hikae,2014-03-10,9.99,2582,636,263620,200000,500000,2.0
Touch the devil VR(おさわり魔王VR),2018-03-26,4.99,1,3,812430,0,20000,
The Loopholes Chronicles,2019-10-25,0.0,4,0,1167430,0,20000,
Fritz Chess 14,2014-09-22,39.99,75,30,276750,0,20000,
Ableford,2022-02-11,3.99,9,0,1889200,0,20000,
CRONEWORLD RPG ADVENTURE - 1,2017-12-04,2.99,1,1,750710,0,20000,
Beatdown Brawler,2020-07-30,2.99,9,9,1218680,0,20000,
CLOSED HANDS,2021-10-04,5.99,4,0,1564010,0,20000,
Trooper 1,2017-10-23,2.99,1,0,728710,0,20000,1.0
Flyland Wars: 2 Not Yours Mine,2021-10-04,3.99,1,0,1726450,0,20000,
Bridge to Another World: The Others Collector's Edition,2017-11-17,9.99,3,0,748580,0,20000,
To The Rescue!,2021-11-02,19.99,847,390,946720,50000,100000,7.0
Puzzle Together Multiplayer Jigsaw,2020-12-09,0.0,2585,346,1478220,200000,500000,
Super Punchy Face,2021-11-06,9.99,3,0,1750900,0,20000,
Never Stop Sneakin',2018-02-25,11.99,16,11,792880,0,20000,13.0
"Linea, the Game",2016-01-04,1.99,827,126,428900,100000,200000,1.0
Sudokuball Detective,2014-05-15,2.99,7,14,288690,0,20000,
Dinosis Survival,2017-07-07,4.99,149,135,613270,0,20000,
Accel World VS. Sword Art Online Deluxe Edition,2017-09-12,7.49,756,250,607880,50000,100000,23.0
The Hidden Ghost,2022-04-15,4.99,1,1,1927540,0,20000,
FlyInside Flight Simulator,2018-12-20,34.99,98,43,862390,0,20000,
Spinner Breaker,2021-07-15,0.99,0,2,1679130,0,20000,
Slippery Sausage,2019-12-16,0.99,4,0,1184310,0,20000,
The Monster Mole,2022-07-21,2.24,2,3,1572150,0,20000,
03.04,2019-01-01,4.99,218,46,952950,20000,50000,
MiniLAW: Ministry of Law,2020-01-01,14.99,140,25,503180,0,20000,
Déjà Vu II: MacVenture Series,2015-01-26,2.99,14,7,343830,0,20000,
Yakuza 3 Remastered,2021-01-28,19.99,3419,767,1088710,200000,500000,
Cotrio,2019-01-22,1.99,6,0,976360,0,20000,
Beat Flip,2020-09-08,0.99,2,0,1371320,0,20000,
Ne Touchez Pas 5,2019-03-04,0.99,1,0,1029840,0,20000,
7 Wonders: Magical Mystery Tour,2014-02-18,6.99,93,10,275830,20000,50000,4.0
Call of Duty®: Ghosts - Digital Hardened Edition,2013-11-04,99.99,21,8,255163,0,20000,7.0
Ball Out,2019-12-02,0.99,36,5,970730,0,20000,
PREDATOR AND WRECK 捕食者と崩壊,2022-05-18,5.99,1,1,1920210,0,20000,
The Hunter's Journals - Red Ripper,2020-10-31,5.99,3,0,1311610,0,20000,
Mousebound,2020-10-23,0.0,5,0,1429400,0,20000,
Web of Deceit: Black Widow Collector's Edition,2017-03-13,9.99,4,0,604340,0,20000,
Captive,2018-04-08,1.99,89,9,802040,0,20000,7.0
One Last Memory - Reimagined,2022-06-10,7.49,10,1,1936140,0,20000,
Crystal Cosmos,2016-07-22,4.99,27,9,496590,0,20000,
Mystery of Mortlake Mansion,2022-07-08,5.99,10,2,2056880,0,20000,
Akin Vol 2,2017-07-27,0.99,15,14,654820,0,20000,3.0
What Makes Us Special,2020-04-27,12.99,24,7,1263110,20000,50000,
Hello Lady! -New Division-,2019-04-19,14.99,289,11,1025070,0,20000,
Attack of the Giant Mutant Lizard,2020-06-21,1.99,23,2,590840,0,20000,
Football Bus Battle 2021,2021-06-28,1.99,2,0,1649440,0,20000,
Monsters' Den Chronicles,2019-08-08,5.99,27,4,1121720,20000,50000,
Mars: War Logs,2013-04-26,4.99,1841,623,232750,200000,500000,9.0
Clown In a House,2021-07-20,7.99,42,6,1425510,0,20000,
Winter's Trumpet,2020-07-10,1.99,3,0,1342910,0,20000,
Descent: Road to Legend,2016-06-01,0.0,300,35,477200,100000,200000,
Arcane,2016-12-19,0.0,15,4,534870,0,20000,1.0
Phantom,2017-05-27,24.99,57,112,578800,0,20000,1.0
iFactor,2016-12-16,0.0,10,17,553570,0,20000,
Summer of '58,2021-07-21,8.99,2242,213,1609080,50000,100000,
Shrine,2020-04-03,0.0,610,45,1271050,20000,50000,5.0
The Seeker,2020-08-20,4.99,2,4,638740,0,20000,
Defenders of Ekron - Definitive Edition,2018-08-07,14.99,2,2,906480,20000,50000,
Kosmo Laika : Guide to Space,2021-05-19,1.99,19,0,1581740,0,20000,
Executive Hockey,2021-11-01,9.99,4,4,600100,0,20000,
Chiasm,2021-06-18,1.99,1,0,1556550,0,20000,
Museum of Symmetry,2018-08-09,0.0,57,3,870890,0,20000,
Crate Knight,2022-07-23,3.49,1,0,1694150,0,20000,
Star'Shoot,2018-09-27,3.99,17,1,882080,0,20000,
Rage Quest: The Worst Game,2018-02-01,2.99,13,0,570810,0,20000,
Puzzledorf,2021-08-30,4.99,19,0,1580560,0,20000,
Nekoba RocknRoll,2021-06-30,5.99,3,0,1659560,0,20000,
Luna: Supernatural Hunter,2022-02-22,0.99,16,1,1878840,0,20000,
Taiko Risshiden,2017-04-18,12.99,36,6,521760,0,20000,
Gimel Dimension,2018-09-03,0.99,6,2,916470,0,20000,
Disney•Pixar Finding Nemo,2015-02-24,9.99,82,36,331450,0,20000,
TAISHO x ALICE epilogue,2021-06-24,4.99,228,6,1596540,20000,50000,8.0
Land of Ngoto,2019-11-21,13.99,4,3,1186510,0,20000,
Humble Abode,2017-06-27,0.99,4,1,652120,0,20000,
Thimbleweed Park™,2017-03-30,19.99,3143,207,569860,200000,500000,10.0
Haunted Legends: The Dark Wishes Collector's Edition,2018-12-07,0.0,2,0,971100,0,20000,
Ouroboros: Prelude,2017-09-29,7.99,4,4,593730,0,20000,
Prairie survival,2020-10-16,18.99,1,8,1429160,0,20000,
BAFF F,2020-06-28,1.99,3,0,1349290,0,20000,
MushrooMonster,2021-04-29,0.99,6,1,1270330,0,20000,
Fortress V2,2020-12-31,0.0,279,182,1279580,0,20000,
Smart City Plan,2020-03-06,15.99,68,34,1074180,0,20000,5.0
Tick Tock: A Tale for Two,2019-03-07,5.99,7187,909,790740,200000,500000,
Hex Defense,2019-02-15,7.99,13,6,1014900,0,20000,
LifeGameSimulator,2018-05-31,0.99,0,1,846530,20000,50000,
Intelligence: Cats,2018-08-11,3.99,3,1,911270,0,20000,
Vasilis,2019-04-15,0.89,10,6,1002200,20000,50000,
WORDLAND - Let's Travel,2022-06-20,1.99,19,0,1891350,0,20000,
Réussir : Code de la Route - Nouvelle Édition (French Highway Code),2019-11-29,1.99,222,26,1109840,0,20000,
JuVentures,2018-01-05,4.99,29,2,769420,0,20000,
Invaders,2020-08-24,0.0,5,3,1387410,0,20000,3.0
Tasty Jigsaw Happy Hour 2,2021-05-07,4.99,1,1,1624860,0,20000,
Grapple,2015-03-09,6.99,296,30,268320,50000,100000,4.0
// OVERDRIVE,2021-11-30,2.9,22,2,1784990,0,20000,
Artifact Adventure,2015-06-01,6.99,115,39,359440,20000,50000,12.0
Puzzle Box,2016-04-22,9.99,27,6,448720,0,20000,
Castle of Shikigami,2017-06-15,11.99,61,36,582980,0,20000,1.0
Vaporum: Lockdown,2020-09-15,17.99,186,28,1161880,0,20000,10.0
The Witch Eye,2021-07-21,9.99,2,2,1686680,20000,50000,
Attraction,2021-12-22,2.99,13,6,1840700,0,20000,
Crash Forts 2,2022-07-02,10.99,10,1,2050470,0,20000,
Spoils of Plunder,2021-08-31,0.0,10,3,982250,0,20000,
Osiris: New Dawn,2016-09-28,34.99,8027,5162,402710,500000,1000000,6.0
disc party,2020-05-12,2.99,15,1,1310690,0,20000,
Captain MAYO,2020-07-16,3.99,2,0,1348770,0,20000,
Fast Dust,2018-08-22,15.99,5,5,891330,0,20000,
Orpheus's Dream,2019-09-15,0.0,159,64,1097000,50000,100000,
Knockout League - Arcade VR Boxing,2018-02-13,19.99,269,71,488920,20000,50000,
Adventure Trip: Wonders of the World,2022-03-04,7.99,1,0,1908220,0,20000,
Commercium,2016-11-17,14.99,8,13,540550,0,20000,
Galcon 2: Galactic Conquest,2014-12-05,0.0,710,133,294160,200000,500000,
Knossos,2017-09-01,9.99,2,0,666790,0,20000,3.0
Disorder,2015-01-12,3.99,64,22,322080,20000,50000,1.0
Ninja Sneaking R,2022-05-20,4.99,1,0,1965940,0,20000,
"VR Marco Polo's Travelling in Medieval Asia (The Far East, Chinese, Japanese, Shogun, Khitan...revisit A.D. 1290)",2020-07-27,7.49,3,0,1368330,0,20000,
Rocket League®,2015-07-06,0.0,493188,62447,252950,10000000,20000000,4.0
奥术卡牌,2022-06-29,0.99,1,0,1667190,0,20000,
Project G,2016-05-13,2.99,15,7,465670,0,20000,3.0
Aloha Paradise Hotel,2017-10-25,0.0,44,44,598820,20000,50000,
Achievement Clicker,2017-11-17,0.99,1806,410,743640,100000,200000,1.0
Final Days,2018-09-18,4.99,76,8,459830,20000,50000,
Escape the Bunker,2017-01-02,4.99,8,6,570470,0,20000,
SnakeLaw Island,2021-10-25,5.99,3,0,1719990,0,20000,
The Lost Heir 3: Demon War,2017-03-17,4.99,18,14,596540,0,20000,
Under One Wing,2019-02-28,29.99,100,7,906300,0,20000,11.0
Jetboard Joust,2020-10-23,9.99,45,6,1181600,0,20000,
Evil Maze 2 | 惡魔迷宮 2,2019-03-08,9.99,65,24,973060,0,20000,
CORGI,2022-05-28,10.99,14,3,2000360,20000,50000,
●LIVE IN DUNGEON,2021-06-04,9.99,29,4,1610650,0,20000,
Redd's Runaway,2020-10-27,6.99,6,0,1411770,0,20000,
LOST CAVE,2018-11-30,19.99,17,2,946340,0,20000,1.0
ArtPulse,2020-02-10,12.99,3,0,1229190,0,20000,
The Myth Seekers: The Legacy of Vulcan,2017-08-10,9.99,140,27,657040,20000,50000,2.0
Kitchen Island VR,2021-03-31,6.99,9,3,1563170,0,20000,
Unnamed Fiasco,2016-08-17,5.99,4,5,389010,0,20000,
Kill Yourself,2020-03-30,2.99,54,7,1251910,20000,50000,
Natari at the Bubble Planet,2017-12-13,0.0,43,14,573800,0,20000,1.0
OZMAFIA!!,2016-04-29,34.99,487,93,303290,20000,50000,22.0
Hundred Days - Winemaking Simulator,2021-05-13,24.99,483,143,1042380,50000,100000,3.0
Wall Walker,2018-09-26,4.99,3,0,819670,0,20000,
ThreatGEN: Red vs. Blue,2019-09-04,14.99,40,4,994670,0,20000,
Cafe Simulator,2020-12-22,8.99,1,0,1481030,0,20000,
Another Side,2022-06-06,3.99,2,2,1945170,0,20000,
Othello Let's Go,2020-08-19,1.99,27,0,1256490,0,20000,
Guild of Ascension,2021-09-21,14.99,34,7,1169520,0,20000,
Zombieland VR: Headshot Fever,2021-07-29,19.99,46,6,1296970,0,20000,4.0
12 Labours of Hercules IX: A Hero's Moonwalk,2019-10-24,11.99,26,1,1026070,0,20000,
NEDEN?,2021-11-22,0.99,4,1,1808630,0,20000,
Terroir,2017-09-20,7.99,265,94,559910,0,20000,
Thanksgiving Day Griddlers,2021-11-05,0.49,4,0,1788970,0,20000,
Vectro Blast,2020-11-19,3.99,6,0,1429870,0,20000,
Galaxy Cannon Rider,2016-05-10,9.99,7,5,461580,0,20000,
Hollow's Land,2022-01-13,2.99,44,45,338840,20000,50000,
boxlife,2016-01-14,1.99,102,28,314370,20000,50000,1.0
Uncanny Islands,2018-03-02,8.99,1,3,768570,0,20000,
Hentai Memorama,2018-11-30,0.99,5,1,969350,0,20000,
Breaking Good,2017-08-04,1.99,75,13,682780,0,20000,
Why pizza?,2021-06-02,1.89,5,0,1444490,0,20000,
Death Realm,2021-07-07,12.99,4,12,1671240,0,20000,
The Mars Agenda,2020-07-27,7.99,4,4,993520,0,20000,
Griptape Backbone,2017-05-05,0.0,465,34,581120,0,20000,1.0
MIRAGE,2018-06-21,4.99,92,18,793880,0,20000,
Escape The Outbreak,2021-09-10,2.99,3,0,1731700,0,20000,
Bloop,2015-01-16,0.0,165,191,340200,100000,200000,
SpeedRunners,2016-04-19,14.99,31106,2031,207140,2000000,5000000,2.0
Healing Movement,2020-07-28,0.0,4,1,1368620,200000,500000,
SQUIDS FROM SPACE,2017-06-16,0.0,203,22,437610,0,20000,
CodeSpells,2015-09-18,4.99,103,133,324190,0,20000,
Nak Sim: Fallen Warriors,2021-02-11,11.99,0,1,1394940,0,20000,
Surface: The Soaring City Collector's Edition,2019-03-29,9.99,2,0,1051600,0,20000,
Snow Scout,2022-03-17,14.99,2,0,1802520,0,20000,
Dungeon and Puzzles,2021-01-14,7.99,78,0,1229060,0,20000,
Deep Space Shooter,2018-11-15,1.99,14,5,972280,50000,100000,
Gender Bender,2017-09-04,3.99,2,2,682270,0,20000,1.0
2 Ninjas 1 Cup,2017-02-03,0.99,188,51,576810,20000,50000,
Oniken: Unstoppable Edition,2014-02-05,4.99,688,154,252010,50000,100000,3.0
Sands of Salzaar,2021-12-15,14.99,16022,2971,1094520,500000,1000000,41.0
Queen's Wish: The Conqueror,2019-09-11,19.99,261,50,1058130,50000,100000,52.0
Tree Simulator 2020,2019-03-25,0.99,422,18,1043500,0,20000,
Virtual Presenter Pro,2020-05-22,14.99,0,2,1282770,0,20000,
7WORLDS: The Dreaming Dale,2020-02-02,2.99,2,1,1222220,0,20000,
Little Cells,2015-06-04,3.99,15,4,352210,0,20000,
DAMN!,2017-09-08,1.99,5,2,680450,0,20000,
Casual Penalty,2018-05-16,0.99,52,39,857050,0,20000,
Grim Tales: The Final Suspect Collector's Edition,2021-04-09,9.99,8,0,1597330,0,20000,3.0
Goosebumps: The Game,2015-10-13,9.99,185,32,361360,50000,100000,2.0
Accident: The Pilot,2020-07-16,0.0,460,203,1292910,100000,200000,
Gems of Fate: the Charmed King,2020-05-14,6.99,0,1,1301310,0,20000,
Nomad Fleet,2016-04-19,4.99,127,62,371010,0,20000,
Montaro,2016-07-25,0.99,11416,545,495890,200000,500000,1.0
NORCO,2022-03-24,14.99,611,29,1221250,50000,100000,5.0
LOST SPHEAR,2018-01-23,49.99,101,74,525240,20000,50000,26.0
cell,2018-02-19,0.0,5,9,779790,0,20000,1.0
Space Haven,2020-05-21,22.99,5139,714,979110,200000,500000,
Swatch Out!,2020-03-31,8.99,1,0,1263090,0,20000,
Zombie Cubes,2018-10-30,4.99,25,1,959030,0,20000,
Stickman Escape,2021-07-13,3.99,3,2,1545260,0,20000,
SkyTime,2016-12-02,0.99,121,74,513620,200000,500000,3.0
Deep Rock Galactic,2020-05-13,29.99,138093,4679,548430,2000000,5000000,100.0
The Dreamatorium of Dr. Magnus 2,2015-09-09,7.99,58,21,393150,20000,50000,
International Affairs,2019-04-01,12.99,9,0,1043200,0,20000,
Agent Roswell : Tactics,2022-04-01,5.99,3,0,1506010,0,20000,
Star Ruler 2,2015-03-27,19.99,565,125,282590,200000,500000,
Santa's Special Delivery,2016-12-11,2.99,11,2,564420,0,20000,
Feed Eve,2018-03-05,0.99,4,7,790950,0,20000,
Monster Sanctuary,2020-12-08,6.79,6070,495,814370,200000,500000,25.0
Tamiku,2020-09-18,5.99,12,0,1117890,0,20000,
Weapons Knight,2021-08-20,1.99,2,0,1652080,0,20000,
Stick to the end,2018-11-07,0.99,2,0,952970,0,20000,
Achievement Collector: Space,2018-10-09,0.99,2,23,942340,0,20000,
Dodgeball,2017-08-04,0.0,6,3,657560,0,20000,1.0
Phantasmata,,19.99,13,1,1048790,20000,50000,
Ascension VR,2016-08-01,9.99,15,8,499940,0,20000,
The Other Half,2018-11-01,7.99,76,11,917920,0,20000,1.0
Explomania,2018-02-22,2.49,13,8,656440,0,20000,
Anstorm,2018-11-16,1.99,43,10,966010,0,20000,
Knight Club +,2020-10-09,0.0,218,25,1056720,0,20000,
Specimen 13,2020-07-28,8.99,11,1,1351350,0,20000,
Finding 21,2021-05-18,2.99,0,1,1357390,0,20000,
A Fistful of Gun,2015-09-23,9.99,295,166,229810,100000,200000,3.0
茉莉之夏 Jasmine Summer,2019-01-17,6.99,109,9,913160,0,20000,
BLACKHOLE,2015-02-27,8.99,864,132,322680,200000,500000,20.0
Shopping Tycoon,2017-09-12,9.99,24,27,659130,0,20000,
Princess Isabella: The Rise of an Heir,2016-05-12,9.99,80,67,466490,50000,100000,2.0
猎人物语,2017-10-11,2.99,66,37,695650,0,20000,
The Unseen Fears: Stories Untold Collector's Edition,2022-05-20,13.99,1,0,1108120,0,20000,
Gooblins,2016-12-20,3.99,9,2,517620,0,20000,
12 HOURS 2,2019-08-20,3.99,10,6,1126840,0,20000,
